timestamp,open,high,low,close,vwap,volume,count
2024-03-17,0.65947,0.688218,0.6292,0.680957,0.67061,11925282.59810549,7937
2024-03-18,0.680673,0.698312,0.642139,0.659926,0.667738,13927639.59661944,9194
2024-03-19,0.659504,0.665473,0.580001,0.586232,0.615056,20254258.76136524,12488
2024-03-20,0.584873,0.644097,0.569052,0.639586,0.60337,16484228.00691863,9831
2024-03-21,0.63961,0.648213,0.618,0.631555,0.634907,10359723.68796411,7375
2024-03-22,0.631327,0.642237,0.599227,0.615188,0.618213,7502975.53669473,5803
2024-03-23,0.613737,0.63876,0.61077,0.622962,0.628586,2548520.32254539,3400
2024-03-24,0.622856,0.647842,0.622856,0.646499,0.637198,4238714.97733862,3734
2024-03-25,0.6465,0.668408,0.638543,0.656602,0.655375,8565597.40040968,5676
2024-03-26,0.656602,0.683314,0.652,0.664706,0.666836,7905537.98138182,5757
2024-03-27,0.664842,0.670426,0.63,0.647699,0.648975,28922806.0022333,11722
2024-03-28,0.647307,0.658245,0.635063,0.651016,0.647988,7885341.01494444,4018
2024-03-29,0.651081,0.667797,0.635367,0.664208,0.652389,16621150.58666103,7531
2024-03-30,0.66546,0.670122,0.642179,0.643949,0.655101,4619698.37506913,3370
2024-03-31,0.643181,0.65361,0.642178,0.650364,0.647628,3231978.88066538,2815
2024-04-01,0.650365,0.651373,0.605611,0.62212,0.624846,7981078.40121963,5526
2024-04-02,0.621515,0.621515,0.573283,0.580517,0.588558,8234730.73591671,6494
2024-04-03,0.580517,0.594927,0.563041,0.569427,0.580892,4243201.09798206,4609
2024-04-04,0.569287,0.597241,0.559325,0.583424,0.582015,5106106.42254054,4670
2024-04-05,0.582753,0.584848,0.56,0.574183,0.572096,3267667.86838027,3816
2024-04-06,0.574075,0.589095,0.572106,0.583999,0.582166,1431915.47636717,1770
2024-04-07,0.583855,0.596746,0.582372,0.589659,0.589579,2491716.57964288,2305
2024-04-08,0.588869,0.616813,0.579954,0.614197,0.605653,5014584.1554884,4108
2024-04-09,0.614197,0.623927,0.59,0.591133,0.606298,5751279.37318549,4172
2024-04-10,0.590919,0.593836,0.557201,0.586298,0.576651,4910893.6220642,4111
2024-04-11,0.586105,0.594301,0.576109,0.586068,0.585758,2207959.68707824,2536
2024-04-12,0.586065,0.592271,0.459,0.502996,0.522136,22931074.74112484,13650
2024-04-13,0.502686,0.516161,0.400001,0.445144,0.46024,21929226.4171748,12403
2024-04-14,0.445726,0.473398,0.4335,0.467919,0.458457,8379731.10363018,5421
2024-04-15,0.467925,0.495512,0.439729,0.460746,0.463475,17147528.3215554,6689
2024-04-16,0.461068,0.4781,0.439482,0.458668,0.456338,13837921.87406016,5941
2024-04-17,0.45865,0.464698,0.427686,0.444469,0.447504,6325701.99135312,4662
2024-04-18,0.444182,0.461222,0.434007,0.458554,0.450392,5023129.31821146,4120
2024-04-19,0.458362,0.475814,0.423459,0.468221,0.459227,10098727.85062982,5404
2024-04-20,0.468291,0.508233,0.465306,0.507,0.491523,10119119.59190133,5791
2024-04-21,0.507123,0.512423,0.488124,0.498969,0.501705,4270768.15956801,3040
2024-04-22,0.499412,0.522277,0.495363,0.516938,0.512655,9023880.04729609,4416
2024-04-23,0.516869,0.521477,0.497,0.5,0.509422,11344286.95260587,4227
2024-04-24,0.5,0.510722,0.46891,0.474826,0.49058,6440151.01698023,4404
2024-04-25,0.474598,0.479323,0.4626,0.470551,0.472203,4841057.36638529,3621
2024-04-26,0.470589,0.478746,0.461,0.462473,0.468576,3186558.59835298,3230
2024-04-27,0.462474,0.469231,0.445,0.466716,0.457919,2013181.73274639,3404
2024-04-28,0.466717,0.4775,0.458547,0.459945,0.470618,2441202.49926322,2357
2024-04-29,0.459945,0.46312,0.446431,0.457088,0.455443,7317676.17840021,4498
2024-04-30,0.457063,0.462584,0.426171,0.440751,0.436308,4596763.21892374,4439
2024-05-01,0.440751,0.457256,0.418059,0.450017,0.440301,5352656.15013353,4701
2024-05-02,0.449606,0.462885,0.438713,0.457969,0.455125,7193526.1405405,3429
2024-05-03,0.457881,0.473729,0.44674,0.467534,0.458056,8899513.78903412,3917
2024-05-04,0.467659,0.475578,0.462417,0.462999,0.468039,8121259.31706564,4255
2024-05-05,0.462999,0.465882,0.45148,0.458131,0.460044,4053088.16940571,2867
2024-05-06,0.457958,0.475001,0.451667,0.454329,0.462531,9042646.3146675,5178
2024-05-07,0.454122,0.455921,0.441,0.441394,0.45094,11879893.67056983,4875
2024-05-08,0.441394,0.468383,0.436782,0.451359,0.449273,10466298.20608461,5584
2024-05-09,0.451293,0.464311,0.447142,0.463489,0.456048,3040366.8750412,3186
2024-05-10,0.463482,0.46833,0.443515,0.44801,0.45656,5888001.26162588,4580
2024-05-11,0.447902,0.450561,0.437217,0.438386,0.440569,9487701.1723059,3417
2024-05-12,0.438476,0.442846,0.432411,0.43763,0.439158,2124768.66853242,1672
2024-05-13,0.43763,0.452538,0.425349,0.436119,0.441391,8099459.50045224,4491
2024-05-14,0.436431,0.438172,0.426252,0.427801,0.432395,2616373.01967917,3452
2024-05-15,0.427872,0.455036,0.426145,0.452667,0.43877,9843573.90099096,5142
2024-05-16,0.452633,0.463596,0.448744,0.459872,0.457573,14294498.00021964,5207
2024-05-17,0.459865,0.490882,0.455415,0.482191,0.470119,14317866.27950328,5898
2024-05-18,0.482192,0.485969,0.476,0.482123,0.481766,5570712.23187678,2615
2024-05-19,0.482008,0.483359,0.462006,0.46715,0.469626,11078921.01301909,3719
2024-05-20,0.467149,0.502839,0.460606,0.502037,0.473081,24762627.83262447,9122
2024-05-21,0.502093,0.51,0.490651,0.494275,0.499013,8525989.24051596,5516
2024-05-22,0.494481,0.494986,0.474824,0.483033,0.483396,6221034.0167449,3919
2024-05-23,0.483134,0.488,0.4444,0.465409,0.465962,6062144.86837478,4646
2024-05-24,0.46541,0.469281,0.454302,0.459911,0.460439,2541975.18064858,2728
2024-05-25,0.459912,0.46417,0.457184,0.461842,0.460986,1648294.1489689,1534
2024-05-26,0.461943,0.462488,0.455234,0.457883,0.459238,1880372.5798012,1648
2024-05-27,0.457872,0.474333,0.456733,0.467947,0.466097,2814804.35941345,2835
2024-05-28,0.46806,0.46886,0.451607,0.456989,0.457156,2996582.31855494,2815
2024-05-29,0.457091,0.464168,0.450467,0.450557,0.458511,3709878.65931704,3419
2024-05-30,0.450578,0.454906,0.443323,0.446397,0.449091,4203806.96913545,3508
2024-05-31,0.446304,0.455239,0.443648,0.44661,0.448657,1822830.81550263,2436
2024-06-01,0.446649,0.452621,0.444839,0.449538,0.449098,1283966.33387744,1440
2024-06-02,0.449687,0.45342,0.440721,0.446125,0.446644,1552843.80598261,1730
2024-06-03,0.446244,0.462926,0.443748,0.456851,0.452826,2433240.30207788,2582
2024-06-04,0.456924,0.465537,0.452806,0.461418,0.46014,2688785.330234,2449
2024-06-05,0.461434,0.465027,0.457347,0.461199,0.461378,2440276.08769384,2210
2024-06-06,0.4612,0.461597,0.450813,0.457926,0.457016,4290748.77257671,2339
2024-06-07,0.457865,0.490002,0.425,0.449173,0.464065,14313822.10677246,8128
2024-06-08,0.449173,0.449173,0.432635,0.436635,0.438922,4093263.30423027,2915
2024-06-09,0.436643,0.446,0.431884,0.444052,0.44133,2242331.79174976,2033
2024-06-10,0.444052,0.4512,0.435002,0.440319,0.443348,7428644.30310254,3663
2024-06-11,0.440319,0.441134,0.412499,0.421833,0.424479,8825444.7909024,4853
2024-06-12,0.421802,0.443969,0.414519,0.437582,0.431067,6992700.16545233,3937
2024-06-13,0.437574,0.438371,0.419255,0.421007,0.427768,2254482.9672288,3223
2024-06-14,0.42088,0.424273,0.4,0.411824,0.413219,6357975.2654881,3522
2024-06-15,0.411895,0.415401,0.408182,0.413691,0.412316,1157874.28261492,1537
2024-06-16,0.413645,0.418469,0.409212,0.416276,0.415392,2054562.76497487,1711
2024-06-17,0.416294,0.420447,0.390001,0.401258,0.406367,9193100.64374434,4509
2024-06-18,0.401095,0.402168,0.36,0.383634,0.375151,13512828.26493039,5825
2024-06-19,0.383513,0.397457,0.380279,0.384256,0.386757,3685117.82161767,2454
2024-06-20,0.384257,0.397029,0.377169,0.383989,0.387303,4376306.52795953,2927
2024-06-21,0.384069,0.390451,0.37361,0.375674,0.383733,4383158.26371833,2913
2024-06-22,0.375788,0.390451,0.371493,0.384552,0.382693,6980681.97207803,2650
2024-06-23,0.384374,0.392698,0.378128,0.379779,0.386408,3074815.75761763,2100
2024-06-24,0.379783,0.381078,0.362002,0.377566,0.372872,12707728.04459254,4854
2024-06-25,0.377544,0.39689,0.377187,0.391701,0.39043,4315701.19042726,2975
2024-06-26,0.391714,0.395915,0.382582,0.384696,0.389293,7544300.9488085,2798
2024-06-27,0.384665,0.393519,0.377493,0.390433,0.387351,3768425.96313118,2601
2024-06-28,0.390433,0.395915,0.384663,0.385025,0.390027,3833578.12972334,3348
2024-06-29,0.38502,0.402917,0.382652,0.383389,0.391931,2381311.06195726,2724
2024-06-30,0.38347,0.393379,0.3782,0.391948,0.384841,1845982.68941373,2204
2024-07-01,0.391948,0.407778,0.391235,0.402957,0.400669,3108744.16695834,2799
2024-07-02,0.402809,0.418957,0.402775,0.417599,0.411849,2358085.25431581,2797
2024-07-03,0.417599,0.422577,0.4,0.406628,0.40899,3513415.9597035,3456
2024-07-04,0.406585,0.413313,0.361576,0.36196,0.385225,5072619.33491746,4802
2024-07-05,0.362188,0.362188,0.317423,0.349537,0.338048,17444458.8717425,7893
2024-07-06,0.349849,0.373028,0.346728,0.37112,0.359214,5242060.45226171,2837
2024-07-07,0.370751,0.370761,0.344583,0.34692,0.35876,3141037.95609886,2843
2024-07-08,0.346535,0.379509,0.330513,0.368989,0.359798,5136057.41031815,5266
2024-07-09,0.369,0.380499,0.362851,0.375516,0.373496,1209787.91649818,2740
2024-07-10,0.375516,0.389585,0.371797,0.388766,0.383651,2353601.25776995,3211
2024-07-11,0.38855,0.40476,0.3847,0.395722,0.396534,4587068.88138751,4320
2024-07-12,0.3958,0.41785,0.393687,0.416709,0.406846,5330957.22760216,5001
2024-07-13,0.416668,0.446145,0.411941,0.441658,0.429967,5457067.24469259,4448
2024-07-14,0.441674,0.444667,0.425407,0.431904,0.433082,2624179.75195669,2890
2024-07-15,0.431863,0.445415,0.43118,0.445178,0.438066,9722243.2210825,4948
2024-07-16,0.445109,0.452378,0.427013,0.438316,0.440581,5340291.21887409,4678
2024-07-17,0.438301,0.4568,0.43587,0.43627,0.44493,5025791.49854973,3905
2024-07-18,0.435926,0.449238,0.420109,0.423525,0.432074,3700903.71649522,3352
2024-07-19,0.423525,0.442825,0.414126,0.439095,0.428821,4727985.33386196,3902
2024-07-20,0.439076,0.441685,0.4283,0.437541,0.43515,2465782.48881385,2433
2024-07-21,0.437435,0.448575,0.417296,0.446628,0.434004,3987343.43336127,3778
2024-07-22,0.446812,0.449878,0.424179,0.426403,0.43607,3663086.20552503,3533
2024-07-23,0.426308,0.429469,0.403482,0.410117,0.417643,4746197.9301817,4438
2024-07-24,0.410044,0.421111,0.404329,0.406315,0.410773,4770453.16896024,3759
2024-07-25,0.406256,0.408067,0.381904,0.394514,0.39472,4838099.66859604,3975
2024-07-26,0.394704,0.419685,0.394465,0.417614,0.412054,3855042.84002807,2958
2024-07-27,0.417615,0.428879,0.4132,0.417608,0.420932,3882416.06284324,2708
2024-07-28,0.417339,0.420154,0.404852,0.407445,0.411885,1154246.4933127,1724
2024-07-29,0.407265,0.426796,0.403186,0.403484,0.414236,4478698.718102,3377
2024-07-30,0.403449,0.407096,0.394476,0.40166,0.401584,1873964.99088044,2686
2024-07-31,0.401319,0.407345,0.387362,0.388245,0.398669,3345982.79024682,3271
2024-08-01,0.388029,0.395213,0.368301,0.392459,0.382729,3271031.31021699,3534
2024-08-02,0.392179,0.394529,0.358179,0.363801,0.373065,4764501.05167565,3600
2024-08-03,0.36329,0.372272,0.349283,0.364419,0.355882,6390715.70068281,4196
2024-08-04,0.364431,0.367483,0.333648,0.343849,0.34906,6649776.95527189,3449
2024-08-05,0.343962,0.345633,0.275966,0.311871,0.30448,31056897.06891036,11084
2024-08-06,0.312001,0.336999,0.311788,0.331256,0.328456,5080845.59968828,2913
2024-08-07,0.331181,0.341132,0.316137,0.323962,0.327172,5281519.56419181,2598
2024-08-08,0.324151,0.353357,0.318867,0.352187,0.337489,3513199.36498791,2471
2024-08-09,0.351659,0.354415,0.336558,0.348287,0.347251,4010714.48208535,2191
2024-08-10,0.348572,0.352063,0.344451,0.345603,0.347157,722737.63926134,954
2024-08-11,0.345828,0.356632,0.327401,0.327695,0.341305,4210873.97433694,2108
2024-08-12,0.327781,0.344549,0.326766,0.338893,0.337113,2288650.76036396,1983
2024-08-13,0.339051,0.344951,0.331099,0.340189,0.339445,3154948.40234292,1623
2024-08-14,0.340032,0.345675,0.331112,0.335521,0.337869,3877435.63643011,1915
2024-08-15,0.335415,0.34172,0.320743,0.324843,0.328937,5168129.86814388,2191
2024-08-16,0.324481,0.345229,0.320501,0.330445,0.33145,5365077.74296773,2598
2024-08-17,0.33,0.338739,0.327833,0.337,0.334166,1552440.10353283,1231
2024-08-18,0.337126,0.339854,0.333059,0.334451,0.337289,848536.42239582,1179
2024-08-19,0.334326,0.337516,0.328071,0.336745,0.333036,2231178.65676174,1760
2024-08-20,0.336168,0.348327,0.33561,0.343718,0.344255,5500855.44550479,2523
2024-08-21,0.343522,0.377432,0.342698,0.36893,0.357347,16612264.44394557,5372
2024-08-22,0.369215,0.377524,0.364405,0.376423,0.372369,2457797.27583521,2136
2024-08-23,0.376424,0.39242,0.374042,0.391461,0.382732,10365245.54940065,4171
2024-08-24,0.391581,0.401384,0.388077,0.394101,0.394893,7367955.69467145,3260
2024-08-25,0.393587,0.394097,0.377809,0.384962,0.38574,2855887.21012272,2178
2024-08-26,0.385191,0.387916,0.366248,0.366248,0.37291,5043452.5309919,3119
2024-08-27,0.366248,0.37258,0.342286,0.350453,0.361111,4211295.31498272,3304
2024-08-28,0.350421,0.360357,0.340731,0.350194,0.350679,6092230.98812824,2993
2024-08-29,0.350004,0.367384,0.349073,0.357809,0.357796,5588587.76492695,2526
2024-08-30,0.35791,0.362013,0.337781,0.347278,0.351122,8739269.11502976,3465
2024-08-31,0.346881,0.35002,0.344656,0.345144,0.347089,1546914.05339365,1309
2024-09-01,0.344839,0.345588,0.327289,0.331829,0.338698,12892581.93886302,3517
2024-09-02,0.331206,0.337138,0.325308,0.335678,0.331141,3524836.77057842,2384
2024-09-03,0.335837,0.339531,0.317531,0.318154,0.324979,3383572.13386312,2486
2024-09-04,0.318375,0.329201,0.305062,0.323264,0.3183,7038349.58115054,3466
2024-09-05,0.323198,0.339854,0.319895,0.325446,0.328143,5648418.99838049,3055
2024-09-06,0.325032,0.331422,0.303494,0.314673,0.318856,6201715.91404751,3487
2024-09-07,0.314803,0.327689,0.314632,0.32507,0.321526,1267701.17621923,1624
2024-09-08,0.325071,0.340574,0.324248,0.338613,0.335741,1912048.16189887,1875
2024-09-09,0.338823,0.348665,0.337416,0.343435,0.343,4415841.78570082,2520
2024-09-10,0.343436,0.345618,0.337416,0.343424,0.341996,2633970.88313724,1698
2024-09-11,0.343001,0.357012,0.330096,0.353131,0.340447,4516126.61934343,2535
2024-09-12,0.353417,0.361003,0.351997,0.356022,0.356695,2621414.19729251,1960
2024-09-13,0.356388,0.365,0.350318,0.360595,0.357756,4053758.94974816,2073
2024-09-14,0.360869,0.361949,0.351531,0.354639,0.355999,3128938.17693248,1587
2024-09-15,0.353733,0.356205,0.334397,0.338558,0.34648,1253777.60665,1604
2024-09-16,0.338399,0.338399,0.326461,0.330566,0.331738,2651547.46340494,1911
2024-09-17,0.330052,0.342896,0.328676,0.33374,0.335804,6568571.95726889,2322
2024-09-18,0.33374,0.344273,0.327402,0.344273,0.334372,2577872.99903182,2254
2024-09-19,0.344338,0.356161,0.344338,0.350765,0.350338,4557228.85651789,2702
2024-09-20,0.350766,0.360868,0.349178,0.351939,0.355,3957649.37466972,2382
2024-09-21,0.35221,0.359792,0.350866,0.358523,0.356128,1848285.91071081,1606
2024-09-22,0.358997,0.359403,0.343234,0.351597,0.351007,3736303.46226288,1935
2024-09-23,0.351763,0.365674,0.346239,0.3636,0.358086,4258083.2025865,2957
2024-09-24,0.363725,0.391324,0.358487,0.387735,0.375368,8379040.28137766,4663
2024-09-25,0.38778,0.393825,0.379088,0.381014,0.386012,6566285.61954518,3004
2024-09-26,0.380848,0.403757,0.378272,0.402051,0.39644,5503138.39217294,3969
2024-09-27,0.401614,0.415503,0.3992,0.401736,0.405352,4883978.18618625,3088
2024-09-28,0.401735,0.40598,0.3924,0.400709,0.399688,3193766.18179689,1802
2024-09-29,0.400448,0.404032,0.392892,0.397812,0.399211,2329195.0541187,1336
2024-09-30,0.397574,0.397574,0.370894,0.37345,0.383091,5320839.31061157,2507
2024-10-01,0.373329,0.385617,0.342668,0.351784,0.361983,11024196.01968568,4058
2024-10-02,0.351986,0.362729,0.336,0.343516,0.350365,6887366.41003591,3151
2024-10-03,0.343327,0.349271,0.331832,0.345217,0.339786,3006721.76629822,2241
2024-10-04,0.345314,0.355763,0.343053,0.351446,0.351248,2043872.5816839,1680
2024-10-05,0.351645,0.355563,0.34577,0.350314,0.350712,875161.38410431,1228
2024-10-06,0.350712,0.358187,0.348033,0.357272,0.353033,1483926.08113989,1503
2024-10-07,0.357361,0.368225,0.3505,0.351357,0.359877,3020036.69812375,2729
2024-10-08,0.351575,0.35656,0.341026,0.344469,0.347893,3441785.31275006,2271
2024-10-09,0.344575,0.347507,0.334105,0.339187,0.340952,2689602.6594451,2012
2024-10-10,0.339087,0.341204,0.331348,0.338854,0.336915,2212910.97799436,1775
2024-10-11,0.339249,0.354707,0.33794,0.351137,0.348316,2298996.98651912,1756
2024-10-12,0.35152,0.35653,0.350992,0.353062,0.353571,1552599.95598193,1332
2024-10-13,0.35301,0.359619,0.344212,0.348321,0.349902,1465357.72314243,1673
2024-10-14,0.3475,0.364996,0.342445,0.363824,0.358222,3587442.29983482,3870
2024-10-15,0.364042,0.3705,0.347705,0.358744,0.359399,4587601.64039751,3240
2024-10-16,0.358999,0.360708,0.351084,0.352001,0.356065,3432477.61216488,2549
2024-10-17,0.352283,0.354826,0.339467,0.34296,0.346553,2605116.19348475,2134
2024-10-18,0.343172,0.352774,0.342587,0.35058,0.348325,2972974.31757269,1809
2024-10-19,0.35073,0.356799,0.349334,0.351618,0.352055,1435618.63815846,1478
2024-10-20,0.351381,0.365535,0.348237,0.364993,0.358156,2384980.76759859,1919
2024-10-21,0.365,0.372193,0.353297,0.36066,0.363327,4830055.08923021,3119
2024-10-22,0.360961,0.36781,0.355078,0.363942,0.362802,2286130.63185544,2368
2024-10-23,0.364253,0.36857,0.342001,0.34976,0.352398,1947971.42469513,2173
2024-10-24,0.349067,0.354414,0.339753,0.346391,0.344199,4836682.17423415,2730
2024-10-25,0.34631,0.346599,0.313165,0.325735,0.33439,8555815.3279663,4622
2024-10-26,0.325426,0.334356,0.320084,0.333341,0.329178,2332574.38010941,2137
2024-10-27,0.333308,0.341635,0.330589,0.339596,0.337686,972972.23753736,1570
2024-10-28,0.339599,0.347538,0.330108,0.343657,0.338647,2851742.93885534,2665
2024-10-29,0.34349,0.3567,0.342653,0.355724,0.350143,3786437.15991293,3294
2024-10-30,0.355733,0.363,0.350678,0.355124,0.356241,2367076.83949187,3307
2024-10-31,0.355043,0.360966,0.34006,0.341397,0.349734,2959864.84132167,2411
2024-11-01,0.341307,0.361747,0.334072,0.357372,0.352655,4480893.99241673,3647
2024-11-02,0.357282,0.363333,0.345635,0.347788,0.353876,2516196.44409068,1920
2024-11-03,0.347741,0.347741,0.327494,0.334454,0.334832,3875297.96510819,2389
2024-11-04,0.333449,0.336485,0.320338,0.325979,0.327716,3212750.59501266,2183
2024-11-05,0.326058,0.338113,0.325935,0.333369,0.332894,3419565.75250087,2200
2024-11-06,0.333626,0.365675,0.333626,0.363423,0.359198,12889151.59951373,6018
2024-11-07,0.3637,0.406898,0.3618,0.406898,0.389087,18684676.02649711,7442
2024-11-08,0.407,0.458818,0.404524,0.444538,0.429188,32592124.10243974,13063
2024-11-09,0.44474,0.498627,0.427329,0.496583,0.45032,9424508.45936652,6420
2024-11-10,0.497961,0.662048,0.488745,0.590732,0.585466,61541099.72225393,35136
2024-11-11,0.590738,0.624585,0.565331,0.61279,0.597296,33199178.86685323,18041
2024-11-12,0.613605,0.6543,0.5561,0.572097,0.590209,30250063.57441891,19386
2024-11-13,0.571611,0.61,0.520082,0.579061,0.564498,27854059.67033633,16590
2024-11-14,0.57863,0.599993,0.541452,0.578894,0.569498,18750813.99213019,11743
2024-11-15,0.57926,0.708097,0.574602,0.707129,0.652148,43607860.18494191,27238
2024-11-16,0.707129,0.819948,0.703066,0.741932,0.753763,47814234.47444851,35662
2024-11-17,0.742261,0.773732,0.689332,0.702508,0.720253,17762355.8790901,16438
2024-11-18,0.701302,0.78332,0.700685,0.733107,0.749675,36143791.06382363,20679
2024-11-19,0.732363,0.764715,0.721522,0.739505,0.740479,12123432.2397924,10809
2024-11-20,0.739609,0.848476,0.739608,0.800575,0.808894,34750135.91126954,24225
2024-11-21,0.800571,0.824,0.768125,0.822234,0.792931,22209818.92299275,17018
2024-11-22,0.822811,1.043899,0.814026,1.018961,0.94174,69515707.44214696,43750
2024-11-23,1.019113,1.15,1.017344,1.067,1.083155,59890332.72843974,48334
2024-11-24,1.0665,1.098325,0.941021,1.023778,1.019666,42526558.5227741,27806
2024-11-25,1.022554,1.079926,0.928468,0.942899,1.008023,31676076.11718314,21695
2024-11-26,0.943014,0.98986,0.869676,0.961352,0.9275,29560534.45587657,21938
2024-11-27,0.960076,1.041453,0.931615,1.013642,0.998642,21320451.79586546,19181
2024-11-28,1.012964,1.0485,0.97092,1.03181,1.006127,8627900.94560868,11463
2024-11-29,1.031994,1.099937,1.028402,1.075805,1.062001,20670143.09359563,18298
2024-11-30,1.075805,1.149,1.051371,1.078647,1.095231,24379876.82966535,19538
2024-12-01,1.079095,1.1628,1.037345,1.149563,1.105504,25008943.62512087,19655
2024-12-02,1.150575,1.244803,1.05727,1.202167,1.174582,82236583.13774413,51112
2024-12-03,1.20271,1.32641,1.14,1.192488,1.243428,58109673.24432591,45158
2024-12-04,1.192768,1.242591,1.140761,1.188264,1.195008,26707815.34418512,22880
2024-12-05,1.188663,1.244474,1.117321,1.161603,1.191319,24138005.06676087,24835
2024-12-06,1.161603,1.238263,1.136262,1.229984,1.195612,17488070.08215807,15639
2024-12-07,1.230001,1.237501,1.189859,1.211243,1.211388,10055684.71396174,11848
2024-12-08,1.211245,1.22413,1.174345,1.194605,1.194935,10004544.52490892,12512
2024-12-09,1.194501,1.194501,0.915096,1.004785,1.055457,43461962.518523,32884
2024-12-10,1.004765,1.064013,0.910631,1.022986,0.985311,28024418.7253507,26282
2024-12-11,1.022373,1.116562,0.966698,1.088143,1.054627,19888020.51523434,18283
2024-12-12,1.087286,1.18,1.073767,1.12327,1.14016,17057944.20974698,18408
2024-12-13,1.123196,1.130225,1.078086,1.121273,1.102872,10727112.9611404,12767
2024-12-14,1.121274,1.132881,1.041269,1.060854,1.081078,6495021.58130417,9290
2024-12-15,1.060823,1.111685,1.038527,1.098713,1.079268,5139027.72820798,9956
2024-12-16,1.098714,1.12035,1.047287,1.077651,1.09342,12219228.850593,14808
2024-12-17,1.07819,1.111369,1.043,1.051558,1.073067,15383883.15826407,15135
2024-12-18,1.051572,1.060144,0.952113,0.969267,1.011595,22546090.41421569,20141
2024-12-19,0.967759,0.988264,0.84639,0.880063,0.91499,30270757.14766846,22954
2024-12-20,0.880224,0.958106,0.761026,0.9489,0.84897,37638693.40563035,26616
2024-12-21,0.949796,0.997189,0.886158,0.903798,0.937613,13627882.09288731,13801
2024-12-22,0.904187,0.923346,0.858176,0.882523,0.889778,7171730.21399124,10665
2024-12-23,0.882356,0.940767,0.861728,0.925696,0.895021,13245547.50214331,13925
2024-12-24,0.924518,0.9495,0.891133,0.935429,0.923051,8056818.75226905,10473
2024-12-25,0.935429,0.938783,0.899713,0.916458,0.918046,2448284.4598231,7541
2024-12-26,0.916675,0.926408,0.85031,0.86001,0.873486,7425015.44765468,10407
2024-12-27,0.860006,0.912957,0.854606,0.875014,0.882292,7041898.69755076,13546
2024-12-28,0.87506,0.897394,0.865302,0.887463,0.87763,2894019.21845207,7829
2024-12-29,0.8879,0.91,0.850002,0.85762,0.875727,5375233.01473546,8503
2024-12-30,0.856214,0.901983,0.828947,0.860453,0.858025,8729539.15620617,11458
2024-12-31,0.860127,0.876783,0.839109,0.843696,0.851599,5282596.51911234,4011
2025-01-01,0.843463,0.932404,0.83739,0.91916,0.890935,6839556.02301153,6400
2025-01-02,0.92,0.98,0.92,0.961095,0.951794,12464302.39047947,9582
2025-01-03,0.960525,1.117788,0.956137,1.088536,1.071986,27540142.60030689,23954
2025-01-04,1.089305,1.113585,1.056156,1.070401,1.078345,8622805.57293479,10477
2025-01-05,1.0704,1.111,1.052501,1.091302,1.084522,11148767.52518523,12336
2025-01-06,1.091301,1.1163,1.061322,1.093516,1.090425,10321289.96428626,13249
2025-01-07,1.093414,1.150791,0.985638,0.989349,1.070452,21377931.93808707,21726
2025-01-08,0.989326,1.023831,0.91,0.946745,0.954353,17265078.89937016,17410
2025-01-09,0.946745,0.958978,0.88,0.905437,0.913828,13099450.34449215,11523
2025-01-10,0.905001,0.973619,0.90487,0.930324,0.937738,8609588.98303309,11099
2025-01-11,0.930324,1.016166,0.913523,0.994528,0.96523,11353285.8809509,10798
2025-01-12,0.994659,1.035547,0.960416,0.96682,0.998802,11445726.07479144,10618
2025-01-13,0.967187,0.992582,0.876993,0.944571,0.924018,32909055.07132299,19117
2025-01-14,0.944571,1.009358,0.938581,0.996848,0.979682,9637635.85477222,10698
2025-01-15,0.996845,1.088357,0.98617,1.076324,1.042625,19701071.88280263,19721
2025-01-16,1.076326,1.1449,1.02682,1.090683,1.089244,17269481.78324529,19144
2025-01-17,1.08919,1.166474,1.086201,1.133121,1.128749,14910439.53955467,16735
2025-01-18,1.13371,1.145861,1.049483,1.103023,1.082291,15673094.98255335,12175
2025-01-19,1.103591,1.149783,0.960227,0.992332,1.043947,42043807.56639337,28009
2025-01-20,0.992055,1.098718,0.960696,1.007505,1.029931,33296324.00753766,22776
2025-01-21,1.006735,1.028399,0.951005,1.005445,0.996499,16934440.57808377,13234
2025-01-22,1.005803,1.019198,0.976274,0.981948,0.997581,7607761.57034784,7805
2025-01-23,0.982164,1.013106,0.951486,0.986866,0.976029,17766356.16792312,11067
2025-01-24,0.986939,1.009059,0.963585,0.971824,0.989343,9954836.27170924,7827
2025-01-25,0.97177,0.989,0.96497,0.976511,0.976917,3760229.47372559,4429
2025-01-26,0.976196,0.999641,0.951942,0.953032,0.979627,7307945.45099537,6448
2025-01-27,0.952363,0.957596,0.856383,0.934295,0.908859,14709554.17404634,15013
2025-01-28,0.934128,0.968276,0.903226,0.916048,0.942467,7391056.29048464,8639
2025-01-29,0.916221,0.959403,0.900762,0.939302,0.928704,14375186.63507741,10150
2025-01-30,0.939628,0.988172,0.935985,0.96,0.964972,9354976.30604287,9627
2025-01-31,0.960001,0.982807,0.935033,0.942175,0.955688,8426773.26786977,8737
2025-02-01,0.942531,0.956396,0.889978,0.894701,0.921764,5766634.22171283,6568
2025-02-02,0.894396,0.910605,0.7521,0.80405,0.840237,28752674.79144832,18742
2025-02-03,0.804169,0.82467,0.51055,0.812923,0.692099,57405508.06432172,41192
2025-02-04,0.813008,0.820251,0.715423,0.74447,0.761742,24498766.2607861,14560
2025-02-05,0.744362,0.775636,0.72583,0.732512,0.74938,6016737.81981386,6212
